,event,cleandiscipline_new,itype,gendersquash,cleantarget_new,perpetrator_new,story_word_count
168,"A male professor in my department harassed me while I was doing my masters program. It started by him trying to get me in a spot socially at the campus bar or at events where he could talk personally with me. He was extra nice, complimentary to the point of it being flirtatious and it felt creepy. He always seemed to be nearby. I recall walking down the hall on my way to class one day and he walked by and made a comment about my boots, and how sexy they looked on me. I felt like I couldn't even dress my usual way. He got my cellphone number from one of my male classmates without my permission and called several times late at night, each time I said no to grabbing a drink and after that he gave up. I made it quite clear I was not interested. My roommate knew this was going on and she had heard another student in our program was going through the same thing and was going to report it. Fastforward 6 months I graduated and was working in a different city and got a call from that roommate. A group of female students from the university were wanting me to join then in reporting my experience because there were now a number of stories coming out about the guy. I didn't want to go there, I was busy trying to make rent and find a stable job. I just didn't think it would be all that beneficial to me. It's been 10 years and I still think about that asshole and regret not speaking up. Not for me but for future female students just trying to get through their schooling which is hard enough. Then to have a member of the faculty actually interfering, making you feel creeped out and uncomfortable is just unacceptable. The worst is I'm pretty sure his department knows but that they just haven't done anything. ",Humanities,Other Type of School,Male,Graduate Student,Faculty,329
169,"1) A Dean asked me, ""Do you like to get fucked?"" I said no. He voiced his regret and we became friends until his death.  2) A Distinguished Professor tried to rape me. I finally escaped and ran out of his apartment. 3) An  Assistant Professor at a Research 1 university gave me a hickey during his department's party during his national association's annual meeting. I was given an invitation, flew out, gave a job talk, and received an offer. I turned it down. He has stalked me for almost 50 years.", Social sciences,Research Institute,Male,Graduate Student,Graduate Student,94
170,"In 2009-2010, I was a committe member for a graduate student who came to me repeatedly complaining about her Adviser/major Prof sexually harassing her. He would say awful things to her like 'all the pretty ones cry' or 'why don't you become a nurse?'. She cried in my office and considered quitting so many times. ",Natural sciences,Research Institute,Male,Faculty,Faculty,56
171,"I experienced sexual abuse, physical abuse, emotional abuse, manipulation, and gaslighting for 3 years by a professor/predator in my department. (There were at least 6 other students who experienced something similar with the same perpetrator to varying degrees). He used foreign countries and study abroad programs in order to gain the trust of his students and build ""relationships"" with them, once he had their trust and goodwill, he pounced and then used them/us as suited his needs. ",Natural sciences,Research Institute,Male,Graduate Student,Faculty,78
172,"professor started playing footsie with me, at a group dinner, part of an academic event (I had no relationship with him before or after. As it is, he repelled me...)",Humanities,Research Institute,Male,Graduate Student,Graduate Student,30
173,"I consider this gender harassment rather than sexual harassment, but I thought I would still share: When I was in my doctoral program in clinical psychology I took a course on the Teaching of Psychology. In this course the professor told us - formally in class - that it was especially important for the women in the class to pay attention and become strong teachers because as we start our families we may want to take part-time community college or adjunct positions rather than top research or clinical positions. ", Social sciences,Research Institute,Male,Graduate Student,Faculty,90
174,"I shared an office with folks in this other geophysics group. The prof in charge of that group put the only women in his group in my office so that my office would be a women's only office and all the men of his group would be in their own office. The prof would routinely comment on the perfume worn by the sole female student. In one group meeting, he singled her out in front of the rest of the group and told all the other men to go up and sniff her perfume. She wound up walking out of that group meeting and returning to our office really upset. Meanwhile, one of the male students (in the men's only office) wanted to paint their office walls purple. None of the other students really cared, so he had it painted purple. The prof then proceeded to make a lot comments to him, and to the rest of the people both in that office and in my office, about how purple is not a masculine color, how it is very feminine, etc, that a man shouldn't like purple. It was an open secret in the department that women shouldn't work with this professor or have him as their advisor. An undergraduate student told me he was a nice man, and the example she used to prove this was that when they were doing field work, he brought his prostitute and her son to the group dinner.",Natural sciences,Elite Institution,Other,Graduate Student,Faculty,245
175,"On my second day of class in my first year of seminary a professor invited me into his office after class. He asked me a series of personal questions under the guise of offering spiritual direction. He asked explicitly about my divorce and current marital status, then raised his eyebrows and informed me that I certainly could be remarried by now. His class lectures frequently revolved around sex, which was unusual for a class in Christian Church History. He would say inappropriate things to the female students. One day he asked about what we think when a ‘hunk’ walks by. He would also make objectifying statements about women. When I complained about it he would tell me that some feminist theologians think that we need to be talking about push up bras and sexuality. He never respected me as a theologian and made clear his amusement of me, particularly when a male classmate made a disparaging remark towards me. My classmates look up to him and he has a good reputation in the community as a pastor. He claims to be a women’s advocate. I doubted my own experiences until he finally commented on my “slinky dress,” (I was wearing a modest sleeveless blouse behind a podium) in a photo of me at a public speaking event at a local  church. He also made fun of a mutual friend and colleague because I had expressed admiration for him as a chaplain (which is the field I’m preparing for.) He would encourage us to speak up and then remind us that the faculty have so much power over grades, and professional/academic recommendations.
",Humanities,Other Type of School,Male,Graduate Student,Graduate Student,272
176,"1) two men drew a stick figure of me with boobs on the chalkboard behind the projector screen for me to find before my class began. 
2) man told me he’d had an inappropriate dream about me. 
3) man who started my subfield made inappropriate comments about my appearance at a conference
4) continuous comments about how much my dowry would be in a third world country by field team made up all men. ",Humanities,Multiple,Male,Graduate Student,Graduate Student,74
177,"A former female colleague insinuates that male academics she has or hasn't met, but takes a dislike to, have abused or otherwise undermined her. She'll also try to professionally and publicly humiliate people of any gender who discuss her scholarship in anything short of adulation. This happened to me, and I later learned through my peers that I was just the latest in a still growing line. ",Humanities,Multiple,Female,Graduate Student,Faculty,68
178,"A professor was overtly sexual with me (lots of innuendo). It culminated right before my defense when he made a clear pass at me (""you look great. Where are you going after this?"")", Social sciences,Elite Institution,Male,Graduate Student,Faculty,33
179,"My Dean made inappropriate comments to me, including discussing his penis size.",Humanities,Regional College,Male,Faculty,Chair/Dean/Head,12
180,"Récurrent sexual harassment by research supervisor - innapropriate comments, questions about marital status and boyfriend, unwanted touching and staring, comments about appearance and dress",Applied science,Elite Institution,Male,Graduate Student,Graduate Student,24
181,"TA made uncomfortable sexual comments + asked invasive questions about my sex/love life, later pressuring me several times to go out with him (I refused). When I finally told him to stop all of this, he became hostile and later manipulated my final grade", Social sciences,Elite Institution,Male,Graduate Student,Graduate Student,44
182,"I knew a fellow graduate student in my field and was visiting his city for research. My original accommodation plans fell through and he took me in, sleeping on the floor in the living room. On the last night he and his roommate are drinking and trying to get me to drink with them, but I'm exhausted and I just want to sleep; I lie down to go to bed and this guy comes up and lies down right next to me, almost spooning me, and starts caressing me on the hair, back, etc., clearly trying to initiate sex. I didn't have a car or anyway to get out of there (this is before rideshare) or anywhere to go. I pretended to be asleep, lying on my stomach to protect myself from his hands, and didn't move. I ran through my potential options for escape and realized that the only one was to pack my things up and spend the rest of the night on the street hoping something else bad wouldn't happen to me and that I would suffer complications from the cold. I was really freaked out. I just stayed immobile for a while and eventually he went away. I called him out on it later, after I'd gotten home, and he did apologize for putting me in that situation. But I was still very creeped out and angry that I felt I had to put up with it because I didn't have any other solutions.  

I've seen him at conferences since then and we're friendly. But I haven't NOT noticed him staring at my ass on those occasions. ",Humanities,Research Institute,Male,Graduate Student,Graduate Student,273
183,"professor groped my body in two bars in one night before finals were over during the first semester of my phd at the same time that he groped and forcibly kissed my colleague and friend, another first-year phd. in full view of other colleagues of ours. ",Humanities,Research Institute,Male,Graduate Student,Faculty,47
184,"Summer 2015  I was a graduate student and a trench supervisor on an archaeological site and he was the director of the field school students; it was his first year working with our (established) team. He was given the (honorary) title of co-supervisor in my trench, despite contributing nothing to the actual supervisory duties. It began casually enough, with comments about the kinds of women he finds attractive (followed by a string of adjectives that more or less describe me), questions about my dating history, and comments that men must show interest in me often. It developed into specific comments (So-and-So must have hit on you when you were working at X (other) site) and suggestions about exercises I could perform in order to, for example, improve my bust (his word, not mine). All of the comments came when no one else was within hearing distance. He would make ""jokes"" about being heartbroken and suicidal that I wouldn't follow him home and would hold my writing implements hostage so I would have to talk to him in order to get them back (I avoided him otherwise). He carved my name onto an ancient artifact (HIGHLY inappropriate, regardless of what you carve on there). I spoke with the site director about my discomfort and he spoke with the Offender, but things escalated. He kept asking me for drinks after dinner and, during a social event, pressed his body against mine and only backed off when a (male) colleague entered the scene. Finally I addressed the issue with the Offender myself, at which point he told me that I only said I was uncomfortable because I felt threatened in my authority in MY trench I asked for clarification on this comment three times, to be sure that I didn't misunderstand him. He said that, yes, he did not believe I was actually uncomfortable with his behavior and comments, only that I felt like he was ""taking over"" in my trench. He assured me repeatedly that he would ""let"" me retain authority, I could calm down.  I was furious and cried on site, but he remained working on site, in my trench, for the remainder of the season. ",Natural sciences,Research Institute,Male,Graduate Student,Graduate Student,368
185,"I was walking to class with the professor and the other TA when he decided to tell us about his sexual exploits at a different university. (He loved the concrete walls because it meant he could have sex in his office.) I said EW, the other TA said nothing. I think it was a test to see if either one of us was interested.",Humanities,Research Institute,Male,Graduate Student,Faculty,64
186,I was asked out on a date by a student. , Social sciences,Elite Institution,Other,Graduate Student,Graduate Student,11
187,"My friend told me the harasser engaged in aggressive courting, heavy charm & manipulation immediately after he met her.  Then he became emotionally abusive & would psychologically torture her.  She thought this was his cycle. He would brag about having sex on his desk w/grad students.  She said he has a 'reputation.'  I saw his picture online. Meh. ",Natural sciences,Research Institute,Other,Faculty,Faculty,63
188,"My MA supervisor insisted that we review and discuss my MRP at his apartment. At first I didn’t mind, but then he started calling me everyday to ask if I could come over so we could do some more edits. Sometimes he would order dinner and insist I stay and eat with him. After I defended and graduated my MA program, I decided to apply for a PhD program at another university which upset him. When applying for funding for this program, he refused to provide me with a reference letter unless I came over and we worked on my application together. 2 years later and from time to time he still calls or emails me. ", Social sciences,Other Type of School,Male,Graduate Student,Graduate Student,117
189,"I was on a leadership committee for a scholars program. The managing faculty member had a graduate student assistant. The graduate student got my phone number from the committee list and proceeded to call and text me repeatedly, asking for a romantic relationship. I declined. He told me he would wait for me. I told him not to. He continued to text me and harass me in person.",Natural sciences,Research Institute,Male,Graduate Student,Graduate Student,68
190,"My advisor said he decided to mentor me—including offering an independent study—because I have such a ""nice smile."" (During the independent study, he never said anything inappropriate: he has told me the smile thing maybe twice since then. He means it to be a compliment.)",Humanities,Elite Institution,Male,Graduate Student,Chair/Dean/Head,45
191,"End of semester teaching evaluation forms: one of the written comments (in a stereotypically male-looking handwriting) included ""Nice tits. Nice legs. More professors should look like her because then male students will come to class more often so they can look at her."" Seemingly meant to be a compliment.",Humanities,Research Institute,Male,Graduate Student,Graduate Student,49
192,"I was a first-year MA student standing in the hallway of our academic building (looking at a bulletin board) when one of my professors came up next to me, asked how I was doing, and put his arm around my waist/hip and pulled me close to him. I froze, then came up with an excuse to slip away. There was no one else in the hallway at the time.",Humanities,Elite Institution,Male,Graduate Student,Faculty,69
193,"I was groped at a conference, during an evening off-site event. 
(specifically, I was standing next to a food truck by the beach, which was across the road from the conference hotel in Gulfport.)

The harasser sidled up next to me as I talked to someone else and then tried to grab my butt and then my breasts. I faked a phone call to get away from him.  ",Humanities,Multiple,Male,Graduate Student,Faculty,69
194,"I was meeting with a professor in my graduate program who acted as a mentor to me. It was my first semester or second in the program. I always sat on a couch in his office while he sat in his desk chair, but this time he got up to sit next to me on the couch. I was talking traveling to a nearby town, and he was explaining how to get there since I was new in town. He touched two spots on my thigh as a ""point A"" and ""point B"" to describe the route I should take.",Humanities,Other Type of School,Male,Graduate Student,Faculty,100
195,"1. I was told how many women do not return to their pre-baby body status shortly after I returned from a maternity leave that I had to fight to have and congratulated for getting my pre-baby body back. Numerous jokes have been made regarding my breastfeeding status and need for ""pump breaks.""

2. I was told that I would not have trouble finding a job because I'm pretty.

3. I've been touched on the lower back and thighs by male colleagues.", Social sciences,Research Institute,Other,Graduate Student,Faculty,79
196,"Touched repeatedly in a professor's office. He asked if I wanted to go out for a drink that night or any future night. He suggested regular meetings in the evening in his office or out for drinks. When I declined these invitations, he gave me a C on a term paper. The other professor of the class (it was a team-taught class) reversed the grade when I showed him the paper. I did not tell the other professor what had transpired.",Humanities,Elite Institution,Male,Graduate Student,Faculty,81
197,"There's a retired English professor at my church. He's in choir with me. Wanted to talk to me a lot because he heard I was a PhD student. Asked me to go with him to the symphony. I initially assented, but something didn't feel right, so I canceled. Later, upon hearing that it was my birthday, he blocked my way out of the choir loft, so that he could hug me for far too long, and make a very strange comment about my age. I joked about it on facebook. My priest saw and told me that I should report it to her; she said that he had been kicked out of a church across town for similarly inappropriate behavior. After I spoke with her, he didn't grab me, but he would do things like block my way out of the choir loft when we went down for communion.",Humanities,Research Institute,Male,Graduate Student,Faculty,149
198,"There have been so many things that happened. One is my senior faculty colleague in the office next door to me. He stares at my chest whenever we talk. I have heard that he does this to other women in the department, and that some have considered making formal complaints. But no one has complained officially.",Natural sciences,Research Institute,Male,Faculty,Graduate Student,56
199,"I didn't consider this a form of harassment exactly at the time, yet my thoughts have returned to it many times in recent weeks; the degree to which we all took it as more or less normal seems to me illustrative of how bad normal has been. A fellow graduate student was working in the department's main research center (a title VI funded area studies center). He was always an arrogant, somewhat unpleasant, self-righteous type (and evangelical Christian no less, relevant because of the hypocrisy). One day the (female) director entered the center, a space always open to the public and students (both undergrad and grad), not at all a private office, and there was the grad student in question, on the clock supposed to be working, but instead masturbating to porn right there at his work computer in a public university office. The box of tissues he was careful to keep by the computer took on a whole new connotation, as did the crusty stains on the chair that other grad students were forced to sit in as well as they worked their shifts in the center. The director then found that the computer was filled with porn; it seemed that this is what he did for most of his 'working' hours. He was dismissed from his work-study job in the center BUT that's absolutely all that happened. No other form of rebuke or consequences at all. He continued in the program, continued to work with undergraduates, continued in his seminars with all of us, while several of his fellow graduate students continued to have to sit in the weirdly stained chair he left behind in the center. He took the rebuke so lightly, had so little shame, that he asked for his job back at the center the next year, apparently thinking that his perpetual masturbation in a public university office while on the clock really wasn't such a big deal. They didn't give him the job back, but that's the extent of negative consequence. He graduated and now holds a tenure track position at a different university. I see him at conferences regularly and often wonder, how does he interact with his undergraduates? And how is it that none of us thought to question whether this was a person who should be in a position of power vis-a-vis young vulnerable women? Or, rather, of course we questioned, but it never once occurred to us that we could do anything about it. After all, the administration knew already and did all but nothing. The fact that I'm still questioning, was this harassment? As if there should be any question that we all had a right to not be exposed to this guy's masturbation practices while at work, to not worry about seeing his erect penis while going about our work day, to not have to sit on the crusted remnants of semen he left behind....I write this and it sounds graphic, but in fact it's merely descriptive. ",Humanities,Elite Institution,Male,Graduate Student,Graduate Student,500
